text,label
"Theoretical foundations for conceptual modelling in information systems development (Co-authors: Yair Wand, David E. Monarchi, Jeffrey Parsons, Carson C. Woo, Conference: Decision Support Systems)",20_0
"Nonlinear Face Recognition Based on Maximum Average Margin Criterion (Co-authors: Baochang Zhang, Xilin Chen, Shiguang Shan, Wen Gao, Conference: CVPR (1))",23_0
"Parallelized scheduling algorithm for input queued switches using local search technique (Co-authors: Yanfeng Zheng, Simin He, Shutao Sun, Wen Gao, Conference: IPCCC)",23_0
"Bounded Buffer Communication in Concurrent Prolog (Co-authors: Akikazu Takeuchi, Koichi Furukawa, Conference: New Generation Comput.)",71_0
"Research on the Discrimination of Pornographic and Bikini Images (Co-authors: Yushi Wang, Weiqiang Wang, Wen Gao, Conference: ISM)",23_0
"Extracting structural information from bug reports (Co-authors: Nicolas Bettenburg, Rahul Premraj, Thomas Zimmermann, Sunghun Kim, Conference: MSR)",6_1
"Literature-based Alignment of Ontologies (Co-authors: Patrick Lambrix, He Tan, Wei Xu, Conference: OM)",1_43
"Mobility-Assisted Spatiotemporal Detection in Wireless Sensor Networks (Co-authors: Guoliang Xing, Jianping Wang, Ke Shen, Qingfeng Huang, Xiaohua Jia, Hing Cheung So, Conference: ICDCS)",5_1
"Face Samples Re-lighting for Detection Based on the Harmonic Images (Co-authors: Jie Chen, Yuemin Li, Laiyun Qing, Baocai Yin, Wen Gao, Conference: PCM (2))",23_0
"Mining Version Histories to Guide Software Changes (Co-authors: Thomas Zimmermann, Peter Weisgerber, Stephan Diehl, Andreas Zeller, Conference: IEEE Trans. Software Eng.)",6_1
"Artificial Life Applications of a Class of P Systems: Abstract Rewriting Systems on Multisets (Co-authors: Yasuhiro Suzuki, Yoshi Fujiwara, Junji Takabayashi, Hiroshi Tanaka, Conference: WMP)",81_1
"Locally Served Network Computers (Co-authors: Jim Gray, Conference: CoRR)",99_1
"Burst receiver for upstream communications over twisted pair lines (Co-authors: Alex W. Paek, Hichem Besbes, Yu Zhang, Ted Burk, Saf Asghar, Celite Milbrandt, Bruce Webb, Conference: ISCAS (4))",109_45
"End-To-End Worst-Case Response Time Analysis for Hard Real-Time Distributed Systems (Co-authors: Lei Wang, Mingde Zhao, Zengwei Zheng, Zhaohui Wu, Conference: SAFECOMP)",85_25
"Simpler Reasoning About System Properties: a Proof-by-Refinement Technique (Co-authors: Diyaa-Addein Atiya, Steve King, Jim Woodcock, Conference: Electr. Notes Theor. Comput. Sci.)",64_0
"Learning from Positive and Unlabeled Examples with Different Data Distributions (Co-authors: Xiaoli Li, Bing Liu, Conference: ECML)",94_0
"Selective Ensemble Algorithms of Support Vector Machines Based on Constraint Projection (Co-authors: Lei Wang, Yong Yang, Conference: ISNN (2))",85_76
"Notes on Data Base Operating Systems (Co-authors: Jim Gray, Conference: Advanced Course: Operating Systems)",99_1
"Using Dataflow Information to Improve Inter-Workflow Instance Concurrency (Co-authors: Yang Wang, Paul Lu, Conference: PDCAT)",39_9
"High performance non-binary quasi-cyclic LDPC codes on euclidean geometries (Co-authors: Bo Zhou, Jingyu Kang, Ying Yu Tai, Shu Lin, Zhi Ding, Conference: IEEE Transactions on Communications)",26_0
"Clustering Research Based on Density Gradient (Co-authors: Zhi-ping Chen, Lei Wang, Yi-hong Tan, Conference: Proceedings of the Seventh International Conference on Web-Age Information Management Workshops)",85_47
"An Axiomatic Approach to IR--UIUC TREC 2005 Robust Track Experiments (Co-authors: Hui Fang, ChengXiang Zhai, Conference: TREC)",103_2
"Autonomous Objects and Bottom-Up Composition in ZOO Applied to a Case Study of Biological Reactivity (Co-authors: Nuno Amalio, Fiona Polack, Jing Zhang, Conference: ABZ)",105_7
"Robot Obstacle Avoidance based on an Improved Ant Colony Algorithm (Co-authors: Jie Dong, Bing Liu, Kaixiang Peng, Yixin Yin, Conference: Proceedings of the 2009 WRI Global Congress on Intelligent Systems - Volume 03)",94_13
"Efficient processing of probabilistic reverse nearest neighbor queries over uncertain data (Co-authors: Xiang Lian, Lei Chen, Conference: VLDB J.)",54_1
"On the Evaluation of Dense Chip-Multiprocessor Architectures (Co-authors: Francisco J. Villa, Manuel E. Acacio, Jose M. Garcia, Conference: ICSAMOS)",98_0
"Parity striping of disc arrays: low-cost reliable storage with acceptable throughput (Co-authors: Jim Gray, Bob Horst, Mark Walker, Conference: Proceedings of the sixteenth international conference on Very large databases)",99_1
"Boundary-Based Feature Extraction and Recognition of Breast Tumors Using Support Vector Machine. (Co-authors: Jiangli Lin, Ke Chen, Yulan Peng, Conference: null)",58_15
"Novel Routing Algorithms for Hierarchical Architecture in ASON (Co-authors: Pei Luo, Shanguo Huang, Weihua Lian, Bin Li, Wanyi Gu, Conference: Proceedings of the 2009 WASE International Conference on Information Engineering - Volume 02)",11_31
"Designing Competent Mutation Operators via Probabilistic Model Building of Neighborhoods (Co-authors: Kumara Sastry, David E. Goldberg, Conference: CoRR)",34_0
"An Effective Collision Resolution Mechanism for Wireless LAN (Co-authors: Chonggang Wang, Bin Li, Bo Li, Kazem Sohraby, Conference: Proceedings of the 2003 International Conference on Computer Networks and Mobile Computing)",11_37
"A perceptual bit allocation scheme for H.264 (Co-authors: Hongtao Yu, Feng Pan, Zhiping Lin, Yin Sun, Conference: ICME)",46_0
"Robust relative pose estimation with integrated cheirality constraint (Co-authors: Wei Xu, Jane Mulligan, Conference: ICPR)",1_19
"Knowledge Discovery by Design. (Co-authors: David Jensen, Conference: null)",31_0
"Thread-associative memory for multicore and multithreaded computing (Co-authors: Shuo Wang, Lei Wang, Conference: ISLPED)",85_44
"An Approach to Provisioning E-Commerce Applications with Commercial Components (Co-authors: Lei Wang, Padmanabhan Krishnan, Conference: ICEBE)",85_11
"A Discriminative Approach to Topic-Based Citation Recommendation (Co-authors: Jie Tang, Jing Zhang, Conference: PAKDD)",14_1
"Inducing Sequentiality Using Grammatical Genetic Codes (Co-authors: Kei Ohnishi, Kumara Sastry, Ying-Ping Chen, David E. Goldberg, Conference: GECCO (1))",34_0
"A Formal Basis for Architectural Connection (Co-authors: Robert Allen, David Garlan, Conference: ACM Trans. Softw. Eng. Methodol.)",106_1
"Characterizing Spatio-temporal Patterns for Disease Discrimination in Cardiac Echo Videos (Co-authors: Tanveer Fathima Syeda-Mahmood, Fei Wang, D. Beymer, M. London, R. Reddy, Conference: MICCAI (1))",53_0
"A New Method in Multi-Issue Negotiation (Co-authors: Ning Zhang, Lei Wang, Jie Yang, Conference: Proceedings of the E-Commerce Technology for Dynamic E-Business, IEEE International Conference)",21_2
"A mobility monitoring based advance reservation protocol (Co-authors: Ian Featherstone, Ning Zhang, Conference: Q2SWinet)",21_0
"Ab initio ro-vibrational structure of the C2andngr; isotopes of H2O+ (Co-authors: F. Wang, E. I. von Nagy-Felsobuki, Conference: Australian Journal of Physics)",53_15
"Handling Irreducible Loops: Optimized Node Splitting vs. DJ-Graphs (Co-authors: Sebastian Unger, Frank Mueller, Conference: Euro-Par)",8_0
"Face Video Competition (Co-authors: Norman Poh, Chi Ho Chan, Josef Kittler, Sébastien Marcel, Christopher Mc Cool, Enrique Argones Rúa, José Luis Castro, Mauricio Villegas, Roberto Paredes, Vitomir Štruc, Nikola Pavešić, Albert Ali Salah, Hui Fang, Nicholas Costen, Conference: Proceedings of the Third International Conference on Advances in Biometrics)",103_5
"People re-detection using Adaboost with sift and color correlogram (Co-authors: Lei Hu, Shuqiang Jiang, Qingming Huang, Wen Gao, Conference: ICIP)",23_0
"Bagging Based Efficient Kernel Fisher Discriminant Analysis for Face Recognition (Co-authors: Yi Li, Baochang Zhang, Shiguang Shan, Xilin Chen, Wen Gao, Conference: ICPR (3))",23_0
"COPE: traffic engineering in dynamic networks (Co-authors: Hao Wang, Haiyong Xie, Lili Qiu, Yang Richard Yang, Yin Zhang, Albert G. Greenberg, Conference: SIGCOMM)",69_18
"Selecting tools and techniques for model-based diagnosis (Co-authors: Mike J. Chantler, George Macleod Coghill, Qiang Shen, Roy Leitch, Conference: AI in Engineering)",19_0
"Not-So-Nearly-Minimal-Size Program Inference (Co-authors: John Case, Mandayam Suraj, Sanjay Jain, Conference: GOSLER Final Report)",47_0
"Facets: a new algorithm for extracting 3-D surface from volume data (Co-authors: Yun Wang, Conference: ACM Southeast Regional Conference)",89_1
"Multi-Scale Histograms for Answering Queries over Time Series Data (Co-authors: Lei Chen, M. Tamer Ozsu, Conference: ICDE)",54_1
"Design of an Intelligent Controller for a Model Helicopter Using Neuro-Predictive Method with Fuzzy Compensation (Co-authors: Morteza Mohammadzaheri, Lei Chen, Conference: World Congress on Engineering)",54_29
"EOS: expertise oriented search using social networks (Co-authors: Juan-Zi Li, Jie Tang, Jing Zhang, Qiong Luo, Yunhao Liu, MingCai Hong, Conference: WWW)",14_1
"Argo/UML (Co-authors: Richard Taylor, David Redmiles, Conference: ACM SIGSOFT Software Engineering Notes)",84_6
"A Genetic Algorithm for Tuning Variable Orderings in Bayesian Network Structure Learning (Co-authors: Haipeng Guo, Benjamin B. Perry, Julie A. Stilson, William H. Hsu, Conference: AAAI/IAAI)",25_0
"Congestion Control for High Performance Virtual Cut-through Networks (Co-authors: Lorenzo Fernandez, Jose M. Garcia, Conference: Applied Informatics)",98_0
"Semantic Information Extraction of Video Based on Ontology and Inference (Co-authors: Jie Ma, Jing Zhang, Hong Lu, Xiangyang Xue, Conference: ICSC)",105_78
"Non-Almost-Derivable Frequent Itemsets Mining (Co-authors: Xiaoming Yang, Zhibin Wang, Bing Liu, Shouzhi Zhang, Wei Wang, Bole Shi, Conference: CIT)",94_0
"Adaptive motion selection for online hand-eye calibration (Co-authors: Jing Zhang, Fanhuai Shi, Yuncai Liu, Conference: Robotica)",105_4
"Building segmentation for densely built urban regions using aerial LIDAR data (Co-authors: Bodgan C. Matei, Harpreet S. Sawhney, Supun Samarasekera, Janet Kim, Rakesh Kumar, Conference: CVPR)",29_5
"Novel Exponential Stability Criteria for Fuzzy Cellular Neural Networks with Time-Varying Delay (Co-authors: Yong Chen, Xiaofeng Liao, Conference: ISNN (1))",88_13
"Parallel programming: techniques and applications using networked workstations and parallel computers (Co-authors: Barry Wilkinson, Michael Allen, Conference: null)",78_0
"Soundness of Coercion in the Calculus of Constructions (Co-authors: Gang Chen, Conference: J. Log. Comput.)",108_44
"A Novel Coarse-to-Fine Adaptation Segmentation Approach for Cellular Image Analysis (Co-authors: Kai Zhang, Hongkai Xiong, Lei Yang, Xiaobo Zhou, Conference: MMM (1))",38_4
"Mitotic Classes (Co-authors: Sanjay Jain, Frank Stephan, Conference: COLT)",47_0
"Evolving Model for Small-World Network Based on Benefit Choice (Co-authors: Shuang Chen, Yue Zhao, Conference: Proceedings of the 2008 Fourth International Conference on Natural Computation - Volume 01)",87_0
"Link-Rank: a graphical tool for capturing BGP routing dynamics (Co-authors: Mohit Lad, Lixia Zhang, Daniel Massey, Conference: NOMS (1))",75_0
"Membership Functions for Spatial Proximity (Co-authors: Jane Brennan, Eric Martin, Conference: Australian Conference on Artificial Intelligence)",0_0
"Accessible image search (Co-authors: Meng Wang, Bo Liu, Xian-Sheng Hua, Conference: ACM Multimedia)",42_17
"Learning with Refutation (Co-authors: Sanjay Jain, Conference: J. Comput. Syst. Sci.)",47_0
"Formal Methods for Industrial Products (Co-authors: Susan Stepney, David Cooper, Conference: ZB)",27_4
"Improving BGP Convergence Through Consistency Assertions (Co-authors: Dan Pei, Xiaoliang Zhao, Lan Wang, Daniel Massey, Allison Mankin, Shyhtsun Felix Wu, Lixia Zhang, Conference: INFOCOM)",75_0
"Robust Controller for Networked Control Systems Induced Noise and Long Transmission Delay (Co-authors: Zhanshan Zhao, Qun Zong, Jing Zhang, Conference: ICNSC)",105_81
"A Modified Multi-Secret Sharing Visual Cryptography Scheme. (Co-authors: Bin Yu, Zhengxin Fu, Liguo Fang, Conference: null)",97_12
"On Data Fusion and Lifetime Constraints in Wireless Sensor Networks (Co-authors: Xiaodong Wang, Demin Wang, Yun Wang, Dharma P. Agrawal, Amitabh Mishra, Conference: ICC)",89_7
"Curried least general generalization: A framework for higher order concept learning (Co-authors: Srinivas Padmanabhuni, Randy Goebel, Koichi Furukawa, Conference: PRICAI Workshops)",71_0
"Biomechanical Modeling of Bone-Needle Interaction for Haptic Rendering in Needle Insertion Simulation (Co-authors: Jackson Shin-Kiat Ong, Chee-Kong Chui, Zhenlan Wang, Jing Zhang, Jeremy Choon-Meng Teo, Chye Hwang Yan, Sim Heng Ong, Chee Leong Teo, Swee-Hin Teoh, Conference: ICARCV)",105_83
"Modeling and Learning Vague Event Durations for Temporal Reasoning (Co-authors: Feng Pan, Rutu Mulkar, Jerry R. Hobbs, Conference: AAAI)",46_0
"Experimental Study of Semantic Contents Mining on Intra-university Enterprise Contents Management System for Knowledge Sharing (Co-authors: Keiko Shimazu, Isao Saito, Koichi Furukawa, Conference: ASWC)",71_0
"Multiresolution Shape Modeling and Editing in Reverse Engineering (Co-authors: Yong-Jin Liu, Kai Tang, Ajay Joneja, Matthew Ming-Fai Yuen, Conference: Int. J. Image Graphics)",33_0
"Semantic Object Segmentation by a Spatio-Temporal MRF Model (Co-authors: Wei Zeng, Wen Gao, Conference: ICPR (4))",23_0
"The Benchmark Handbook for Database and Transaction Systems (2nd Edition) (Co-authors: Jim Gray, Conference: null)",99_1
"Error and erasure control (d, k) block codes (Co-authors: Hendrik C. Ferreira, Shu Lin, Conference: IEEE Transactions on Information Theory)",26_0
"The Development and Status of Automobile E-Commerce in China (Co-authors: Lingli Gan, Lu Liu, Conference: CONFENIS (2))",48_10
"Existence of Classes and Value Specification of Variables (Co-authors: Hao Wang, Conference: J. Symb. Log.)",69_41
"Parallel Evaluation of Composite Aggregate Queries (Co-authors: Lei Chen, Christopher Olston, Raghu Ramakrishnan, Conference: ICDE)",54_1
"A Global Matching Framework for Stereo Computation (Co-authors: Hai Tao, Harpreet S. Sawhney, Rakesh Kumar, Conference: ICCV)",29_5
"Re-cinematography: Improving the camerawork of casual video (Co-authors: Michael Gleicher, Feng Liu, Conference: TOMCCAP)",57_10
"On the complexity of computation and learning in neural networks (Co-authors: Ajay Gupta, Conference: null)",91_7
"New Key-Recovery Attacks on HMAC/NMAC-MD4 and NMAC-MD5 (Co-authors: Lei Wang, Kazuo Ohta, Noboru Kunihiro, Conference: EUROCRYPT)",85_30
"Recent database challenges in China on data consolidation and integration (Co-authors: Yun Wang, Conference: SIGMOD Conference)",89_17
"Deep Web Navigation by Example (Co-authors: Yang Wang, Thomas Hornung, Conference: BIS (Workshops))",39_7
"Cognitive Heuristics in Software Engineering: Applying and Extending Anchoring and Adjustment to Artifact Reuse (Co-authors: Jeffrey Parsons, Chad Saunders, Conference: IEEE Trans. Software Eng.)",20_0
"Detecting Data Concealment Programs Using File System Analysis (Co-authors: Mark Davis, Richard Kennedy, Kristina Pyles, Amanda Strickler, Sujeet Shenoi, Conference: IFIP Int. Conf. Digital Forensics)",68_2
"MDDAS 2008 Workshop Organization (Co-authors: John Strassner, Sven van der Meer, Jing Zhang, Conference: COMPSAC)",105_12
"Pipelined van Emde Boas Tree: Algorithms, Analysis, and Applications (Co-authors: Hao Wang, Bill Lin, Conference: INFOCOM)",69_18
"Building Accountability Middleware to Support Dependable SOA (Co-authors: Kwei-Jay Lin, Mark Panahi, Yue Zhang, Jing Zhang, Soo-Ho Chang, Conference: IEEE Internet Computing)",105_36
"Erratum to 'Adaptive Smoothing via Contextual and Local Discontinuities (Co-authors: Ke Chen, Conference: IEEE Trans. Pattern Anal. Mach. Intell.)",58_7
